id,inner_id,mark,model,url,price_rub,price_usd,price_eur,year,km_age,color,wheel,vin,pts,owners_count,start_owning,section,condition,in_stock,custom,seller,address,region,city,offer_updated_at,options,engine_type,displacement,horse_power,body_type,transmission,drive_type,image_urls
172634,19433455-0353adbd,ГАЗ,ГАЗель (3302),https://auto.ru/lcv/used/sale/gaz/gazel_3302/19433455-0353adbd/,670000,9627,8841,2010,250000,белый,левый,XU4**************,оригинал,2,,USED,среднее,IN_STOCK,растаможен,Частное лицо,,Республика Крым,Симферополь,2023-01-30 21:46:03 +0300,,бензин-газ,2.9,107,тент,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1989100/89a4693c2241ca23b559a16ee0cfcd75/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2164685/94231917991568e702750a16d500dd3d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2078398/222f16cbe921e1e9d5624b34fd687a7d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2171961/36f056b23bf7634d7ba29a0dc2daa8bb/1200x900n""}]"
172639,19433464-62ff0c42,ГАЗ,ГАЗель (3302),https://auto.ru/lcv/used/sale/gaz/gazel_3302/19433464-62ff0c42/,700000,10059,9237,2009,232610,белый,левый,X72**************,дубликат,4,,USED,среднее,IN_STOCK,растаможен,ЕВГЕНИЙ,"Сормовская улица, 7",Краснодарский край,Краснодар,2023-01-30 22:31:01 +0300,"[""electro-window"",""lock""]",бензин,2.7,107,тент,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2165647/1ac010a877908c139deeff12a387b10f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5231844/c100f79a38aca1cda764091391410890/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2170011/ccb009f8e4fc2bf726ee85882dc5cb89/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1909732/5efd4f95f1631944d2ceb4bc4b4b299f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1996369/1d9315a03c04f00ba0676bd8debbe94d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4361593/3afa82d358e72b867880b28314e1c93b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5267071/3192b1c4ffa0c71601b7a5222eaa4b09/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2079694/4502e5023bb6239591d05852bc2cd91c/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2177100/73b1eb12425666b72edc70e7de016f36/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2168885/2f4ba080ed758b6e11c0e35cb62a4f1b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1936112/69a078e27cafa0127e0d8715aced5d24/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155444/edec71d23969c35aef8c0d22ac06dd25/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2172109/4156245d831571dc946cf455d39c0cd7/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5270052/b3c2ceb98af8e2e3698e3e9ec18574a3/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2158055/63bcdd1da95e12275a8b6237a82c1531/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4333712/2fa910812840b4a8823f5873cba891a2/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2056611/2d1ab8a3d40a84abf70ad86f4933e869/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4286199/23bd36925ff12f482872880b171cfa2d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2069460/7bdd398d40bbd63759ec4bdd9b3a57c0/1200x900n""}]"
172643,19433266-75e5cc8c,ГАЗ,ГАЗель Next,https://auto.ru/lcv/used/sale/gaz/gazel_next/19433266-75e5cc8c/,697000,10015,9198,2013,18479,зелёный,левый,X96**************,,0,,USED,среднее,IN_STOCK,растаможен,Авторитэйл М,1-й Котляковский переулок д.14,Москва и Московская область,Москва,2023-01-30 22:47:14 +0300,"[""electro-mirrors"",""wheel-power"",""cruise-control"",""mirrors-heat"",""wheel-configuration"",""electro-window"",""seats-heat2""]",дизель,2.8,120,тент,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2174525/168e36f204dfd4a70bcd1280c0d21d7d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2163861/9699559f55d675d6fae9b3bab9be54ee/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1681159/7e345c5e034aa8df62a81cad1c638428/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1961828/76d415ba282b3fc4357588073e3049df/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4391738/3c3c9ce41b29eb5e86c2627027cf8c2e/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/3712861/48beb7f3f3cd912f45ed36208f53b826/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1994255/d4a6fc244dc7415c2922275a821d7e7f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2023766/642196e309fb244f1bc800b72d123e5a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2167316/a0f21e5dadaf5b8742d7de6762db7850/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2056324/b77e7580036aa3d6a6e54cff9c904748/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4194271/86d485701e643e4ce026a9cda60f29ae/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1659147/0786f7dcf7a8316ee5bb6bd0f4022f24/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2176395/154fa9b46a5c40e91ff30daf75875989/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4286199/b55554ce47c80832f2e774b6e4531455/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1923109/050a2ddaeaddc3e664737130d0bfc720/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1655091/9f36999806c73366607495a38b35f268/1200x900n""}]"
172644,19433308-93d1d7de,Ford,Transit,https://auto.ru/lcv/used/sale/ford/transit_lt/19433308-93d1d7de/,700000,10059,9237,2007,325500,красный,левый,WF0**************,оригинал,3,,USED,среднее,IN_STOCK,растаможен,Вера,,Тверская область,Тверь,2023-01-30 17:19:18 +0300,,дизель,2.4,140,цельнометаллический фургон,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1966658/a6e142ed6f884df272ee7325ef491a10/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2068553/6cb171acf9652bfd14d8bb89716b674c/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2164271/a8de9d9e7515b7166a38b36fd8ddce55/1200x900n""}]"
172655,19433224-89fc9f94,Ford,Transit,https://auto.ru/lcv/used/sale/ford/transit_lt/19433224-89fc9f94/,650000,9340,8577,2008,337000,белый,левый,,оригинал,3,,USED,среднее,IN_STOCK,растаможен,Руслан ,район Трехгорка ,Москва и Московская область,Одинцово,2023-01-30 15:39:45 +0300,,дизель,2.2,85,цельнометаллический фургон,механика,передний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2160506/c1b30585a66b8f1b1fb3d8e9ec0f1963/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2087663/5f04a0d4d763421dfa1cc87948db1f9a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4710094/5ee21145326fd209df2e10531971c22d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1655091/e4864c631683ceb61d1ca0e8a5945617/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2074245/c7ca4ba1b20423244e3842ff67d447df/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1598262/8eb53a67952d2d24b99130a74f5a4d74/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2157683/380e6dc861a9b1da7762dac8ee5a5e48/1200x900n""}]"
172658,19433457-d721711c,ГАЗ,ГАЗель (3302),https://auto.ru/lcv/used/sale/gaz/gazel_3302/19433457-d721711c/,800000,11495,10557,2012,237000,белый,левый,XU4**************,дубликат,3,,USED,среднее,IN_STOCK,растаможен,антон,тюмень ,Тюменская область,Дударева,2023-01-30 22:50:38 +0300,"[""cruise-control"",""abs"",""mirrors-heat"",""wheel-power"",""alarm"",""lock"",""wheel-configuration""]",дизель,2.8,120,промтоварный автофургон,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4194271/51aaa00fa9aa50e111c55e08556c2628/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1575314/e360fb58689358fc1318af38fc9fcf14/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4249454/8de217b570001fdb1b105865422ed84c/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5316982/f44e5f4ac7c2a86b010062d516ee8542/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1973178/1871e667bacd2208e4f12a33c0052a52/1200x900n""}]"
172665,19433439-5eddd5d0,Mercedes-Benz,Sprinter Classic,https://auto.ru/lcv/used/sale/mercedes/sprinter_classic/19433439-5eddd5d0/,840000,12070,11085,2014,344000,белый,левый,,оригинал,3,,USED,среднее,IN_STOCK,растаможен,александр,всеобуча 105а,Пермский край,Соликамск,2023-01-30 21:14:56 +0300,"[""abs"",""air-conditioner"",""mirrors-heat"",""wheel-power"",""lock"",""trip-computer"",""wheel-configuration"",""traction-control"",""electro-mirrors""]",дизель,2.1,109,микроавтобус,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2197485/f23540ee9c38ea2a14fc741550bae442/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1975239/8a2bd2d344c058221d5dbc1924101817/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4395583/d8b3fbe46eb5c540e824e54aeccd2262/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2167656/ed74b2c7f063dc9ab5a30627b6f29a88/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1970300/c83b63d1420bdb3b04328507482f9ae7/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2163571/4fa5af1e5c99addee40bc098ca1e2de1/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5231844/a513387001567748102f4d49574f56e5/1200x900n""}]"
172666,19433081-ade385e3,Mercedes-Benz,Sprinter Classic,https://auto.ru/lcv/used/sale/mercedes/sprinter_classic/19433081-ade385e3/,800000,11495,10557,2016,389477,белый,левый,Z7C**************,оригинал,1,,USED,среднее,IN_STOCK,растаможен,Максим,"Вокзальная улица, 9с1",Рязанская область,Рыбное,2023-01-30 19:46:18 +0300,"[""air-conditioner"",""wheel-power"",""electro-window"",""lock""]",дизель,2.1,109,цельнометаллический фургон,механика,,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2110460/1244032c757700f40970e9601c7b4529/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2173187/5e879de14a3ae9d9fdc3f828bd971e09/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2169493/07043f08d2bdb733d07b11966a7a976b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1894459/8813fec3b82310c6447b05f661b6f3c0/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2197485/9f8de39ec5cdf1a924933d359dee7d8a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4792406/fce3e56366a6e82b1df0e783519cdccd/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4581701/2b27f77c58e4dfe2aa1531cd3b25b1ec/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2072159/e791edaaa39a46785eaa414d1d90b6f9/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2196740/9cd57b3d661e13894042dcca2c816571/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2074492/d1a161f5405f1236674f63a0deaff564/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2068553/ffcc68fa0010bcf430b8f61bf04f5113/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2076334/c822431eadc776667085c95366c914a0/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2092864/06d2332d4ecc04735a798a6bac49d407/1200x900n""}]"
172667,19433154-159b7c85,Toyota,Toyoace,https://auto.ru/lcv/used/sale/toyota/toyoace/19433154-159b7c85/,767000,11021,10121,2003,200000,белый,правый,XZU3075***********,оригинал,4,,USED,среднее,IN_STOCK,растаможен,Совкомбанк,"Россия, ",Омская область,Омск,2023-01-30 23:30:27 +0300,,дизель,4.8,130,бортовой грузовик,автомат,полный,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2181188/7faf75ee82cebc224da53a9b9cf0864b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1943631/3bf5cd565d9f6bd04008d48ba77074ac/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5231156/9e08457c7577b3283df5ad5d15d433ea/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2153603/6d1457a5ad1d2003dc3523e03cd3161b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1990494/088fac487f35f99e093dd5086169fde9/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5300627/b45eac202fdd88f10d9d4c603f88382a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2161674/c8746896786bc8ba73db5dfcdccfd277/1200x900n""}]"
172669,19382483-0b7cc6c0,ГАЗ,ГАЗель (3302),https://auto.ru/lcv/used/sale/gaz/gazel_3302/19382483-0b7cc6c0/,850000,12214,11217,2012,400000,белый,левый,X88**************,оригинал,2,,USED,среднее,IN_STOCK,растаможен,Решат,Г. Сходня ,Москва и Московская область,Москва,2023-01-30 13:10:12 +0300,,дизель,2.8,120,эвакуатор,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4892850/7b456bb201dd3eeb7afbaa47d3af3945/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6027420/4ff52811c9d87012d89a0b0c692672f0/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6376310/c9cd5d4d5a5c9eba8782dad785c1ea02/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6376310/c9d779e77ec061ada41c542c0890c423/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5553260/77b0a8967a0400bc4b69edb46410d52c/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6671878/a7841bfd5751867a8688d473654ea3bf/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4880007/a7baa7a70f200761ce1f71472674293a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4880007/22d998f2018da7782165d02b9dbe3c33/1200x900n""}]"
172670,19433264-e26d5a10,Mercedes-Benz,Sprinter,https://auto.ru/lcv/used/sale/mercedes/sprinter/19433264-e26d5a10/,860000,12358,11349,2010,263800,белый,левый,WDB**************,оригинал,2,,USED,среднее,IN_STOCK,растаможен,Владимир,"улица Менделеева, 8",Калининградская область,Калининград,2023-01-30 16:20:50 +0300,"[""air-conditioner"",""wheel-power"",""electro-window"",""airbag2"",""lock"",""radio""]",дизель,2.1,95,цельнометаллический фургон,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2159177/a80ef888dcb0e9836f7e18e477afc4c0/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2142835/7268c4d19c2bbd7c0cb99c703c468edb/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2159751/a4a1fb70b9eb1c6924f6c972af5f0fec/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2163607/252e5974196be5b57e57301e9885f40f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2171927/93607f6af6e07a1fcf05418789682ef1/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2156984/23514fa18c0be2fcb58b29368aa54445/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1894474/13d595bc1275c2bef51d89d1251dff52/1200x900n""}]"
172673,19433286-c11c760a,ГАЗ,ГАЗель Next,https://auto.ru/lcv/used/sale/gaz/gazel_next/19433286-c11c760a/,888888,12773,11730,2015,170000,красный,левый,77B**************,оригинал,2,,USED,среднее,IN_STOCK,растаможен,Лерник,Медынь,Калужская область,Калуга,2023-01-30 17:38:02 +0300,,бензин,2.7,107,бортовой грузовик,механика,,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4361593/a86266f8204cb7bb627612ab38532416/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4310167/b2722d6dcdb6c2e9bb895819465ac8af/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1956270/fc807d7682d24892cb1c3ab670505746/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2177654/cc0b1d2eed6a9007df312151b991cc86/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2180327/262174ed376b7a42319357b512cb280e/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1959047/0802037ecc87a264324fa25887f755a4/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1935053/30a1099914bdc3d34c182ddcbbe30d21/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2113689/71261ad7a543ad8120cb763aebece514/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2176895/933221204ab10dad8c9289f2c461a436/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2127079/f3a9ffd1dc771c856c14aa907d9c72bb/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2106500/443ff928d850d1faf37b69d338123672/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1782919/92576b888e96f44a584e4ea7d8f3f916/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5316982/31320d92e6cb28208fd848b051fab8b8/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5243767/af09cde11444f3e11329667e1b3231c2/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2180204/6598a2eaf21982df13618ba63f683730/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2197485/e3f2b01f9dd0085ec57e32b94802b032/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4361593/d54b3437caf0ebcb0474e850eaba0a7e/1200x900n""}]"
172675,19432957-c5ab86d0,Fiat Professional,Ducato,https://auto.ru/lcv/used/sale/fiat_professional/ducato/19432957-c5ab86d0/,890000,12789,11745,2013,271033,белый,левый,XUS**************,,0,,USED,среднее,IN_STOCK,растаможен,Банк ВТБ (ПАО),"Свердловская обл, г ",Свердловская область,Екатеринбург,2023-01-30 23:44:03 +0300,,дизель,2.3,120,изотермический фургон,механика,передний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2161339/51e335a49acc4c20a0349d8fe455a566/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4391738/ba082de131c0ed1942d3e034c51347b8/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1723628/d145e300053d5dab7bea7a7e81a9c6ff/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1863406/daa2481e522c551173f624c88b4b06d1/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2074086/2ab6a4aa26a026abbacbc385affa4ef4/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4438129/f2eb7fc5fe10a387845fbf6871e4dbfd/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2158063/e9277f610fcf2804f9397e720c7b7755/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1982319/5a2bf64627347f55554afcf8ecb1ec55/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2170669/e552fee915466b582068c9857c767383/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2181286/d32ef4109046f393d33de3ffb4c1bbe2/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2144428/794a17a191c659d26eaee6259c6113e8/1200x900n""}]"
172676,19307358-ce75242b,ГАЗ,ГАЗель (3302),https://auto.ru/lcv/used/sale/gaz/gazel_3302/19307358-ce75242b/,850000,12214,11217,2015,65000,белый,левый,,оригинал,3,,USED,среднее,IN_STOCK,растаможен,id11992105,,Краснодарский край,Новороссийск,2023-01-30 23:06:20 +0300,"[""cd"",""mirrors-heat"",""wheel-power"",""wheel-configuration""]",бензин-газ,2.9,107,бортовой грузовик,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6087926/913bba037d6896a938ccb63708e13e5f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5234985/01126dc4cadffc7805069c603c90df75/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4518728/18fcfaed34ca0e70b072fcebb5b53521/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6220172/c87001a351e94ffa5beb6ca330927a82/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5150792/d181510b2a2b18cc2830f8ea5049e2f4/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5553260/dad9ecbdf4b74827ab8af4844d3625d1/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6220172/ca0d11a49fb255cdf818b2e34437648b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4829839/345976cb1a0f985e0a9cb8c05d6aa9e9/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4948662/9ac026ace2e18edd92be84435b3607cc/1200x900n""}]"
172693,19433064-64c4b7ff,Ford,Transit,https://auto.ru/lcv/used/sale/ford/transit_lt/19433064-64c4b7ff/,1000000,14369,13196,2013,280000,серебристый,левый,Z6F**************,оригинал,3,,USED,среднее,IN_STOCK,растаможен,Екатерина ,,Архангельская область,Каргополь,2023-01-30 12:31:05 +0300,,дизель,2.2,100,цельнометаллический фургон,механика,передний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1992150/9ff17962d5a2e0ae2d4e7eee69482c36/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4432101/b41d189d30ebd7fa7f210b704e9faeac/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2057283/5d59515798299d7efa40bca90dcefa63/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155859/4858de61707c54bde0df9e9fafd2f28f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2168853/22d6f4adf86367d7d90619698eb62b73/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4365524/328e935b4023f8202f62e3dfe4e3a85f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2147730/5aebd94f6e58b9564a6dc068bffc2eef/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1655091/28808ef34389113ba95371a93e061b0e/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2154519/51853db605a9ca74f7c33aaa903041f3/1200x900n""}]"
172694,19433004-e9324178,Ford,Transit,https://auto.ru/lcv/used/sale/ford/transit_lt/19433004-e9324178/,940000,13507,12404,2014,290000,белый,левый,,оригинал,3,,USED,среднее,IN_STOCK,растаможен,Частное лицо,,Свердловская область,Нижний Тагил,2023-01-26 09:06:56 +0300,,дизель,2.5,155,микроавтобус,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4444447/6c345a3d37475f48adfde3cc2c3e9703/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2057171/8c021bf41753adaeb650f92be1acbc44/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1943631/e23b10218f0cfe93fd75674e5f10404f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2164271/77d78ae20ed8b4c8b49bb51659909c8f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5231156/444fb327941689d40d9531816499ab19/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1879846/b84a9be25866b6a72ea36fbaacc91f7e/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2005797/1102b00e0bd8a5875c927f60e4e379b3/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1574485/56e976d4e16fcdf0c97964fbe9e57f14/1200x900n""}]"
