id,inner_id,mark,model,url,price_rub,price_usd,price_eur,year,km_age,color,wheel,vin,pts,owners_count,start_owning,section,condition,in_stock,custom,seller,address,region,city,offer_updated_at,options,engine_type,displacement,horse_power,body_type,transmission,drive_type,image_urls
172833,16592670-2435be0a,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/16592670-2435be0a/,2763000,39702,36461,2022,,белый,левый,,оригинал,0,,NEW,среднее,ON_ORDER,растаможен,Сармат ГАЗ Новосибирск,"улица Богдана Хмельницкого, 124",Новосибирская область,Новосибирск,2023-01-30 21:56:58 +0300,,бензин-газ,2.7,104,тент,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2091183/1145349aa98208d883daf23c9f96389a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2023653/0772729f18994ad7d5dd290e101620b3/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2023508/f756c96688e766bdd421612b7b71a7b8/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2181105/5411e1c7f9dd6064c23c301b8a86b77e/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1599413/b11ceb209d00d0e68b1df734a0360f54/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155411/f6682a13d92bfda7da902b4c4d0185c7/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1976162/774fd933cd144d07761427e84caad9d1/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2204303/8e5f56be32dd673fd4cff3994403934d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1959782/ad1fd51b2f434ce7eb94c6bc8d947416/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1976162/328d7ca29f309a258efd528eead019b2/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1967864/962f946bf7dd37a11a9700059c9b2403/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1987375/41216aee657593a555ae25dc40b2177b/1200x900n""}]"
172834,19433333-dbce9e90,Ford,Transit,https://auto.ru/lcv/used/sale/ford/transit_lt/19433333-dbce9e90/,2800000,40234,36949,2017,29703,серебристый,левый,Z6F**************,оригинал,2,,USED,среднее,IN_STOCK,растаможен,id71422392,,Курская область,Курск,2023-01-30 17:48:26 +0300,,дизель,2.2,125,цельнометаллический фургон,механика,,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2161339/cd85be8aa1f03af62a6545f0c3ea351c/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2162551/efdfca84038cfe19b04aad45d966608b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2176257/d990101fac1444a323d043e61fb14e33/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2158295/88a7f241cef5d57acd38e82acd42759d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2165703/1631da8e5e83885fe19ae2f5bd26dc9b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2127079/50963f4f70637fbf70961fdc0870d2f4/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4211548/160220df344d32ab67d8f2e9556d4cf8/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2161236/90df073a9784164905616c57fa792b65/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2176895/8c5dfa36773025aca836093d1f0db50c/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2172778/4b99c394c52bea37fe96cb5becb839fe/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2176395/cca2e3798212324aec2f1bf5f2682a22/1200x900n""}]"
172836,19433263-263e0753,Volkswagen,Caravelle,https://auto.ru/lcv/used/sale/volkswagen/caravelle/19433263-263e0753/,2690000,38653,35498,2019,171000,белый,левый,WV2**************,оригинал,1,,USED,среднее,IN_STOCK,растаможен,Анна,метро 1905 года,Москва и Московская область,Москва,2023-01-30 16:21:07 +0300,,дизель,2.0,102,микроавтобус,механика,передний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2131711/5d07e3c1af6fe21fcaac549a78177333/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2159933/0e60f8cffb9fe2b031ea048ab44e43ef/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5287620/4d509d96acf7add9e502a82e1a53dfd9/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1778742/9c2d10236982edc559fe43fe3d502a7a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2166487/ff44f617a6e20d1e558e733a03c3f67c/1200x900n""}]"
172837,19427144-a9892acd,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/19427144-a9892acd/,2850000,40953,37609,2022,,белый,левый,X96**************,оригинал,0,,NEW,среднее,IN_STOCK,растаможен,ГАЗ на Куйбышевском шоссе,"Куйбышевское шоссе, 51",Рязанская область,Рязань,2023-01-30 21:20:17 +0300,,бензин,2.7,106,тент,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1999239/8ec7f55cd74cb0eb9e0c5a1193a75f78/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1962792/25ffc71796689d3c5a659c80d6ba48bc/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4361593/1eb85c6c7c1a87b56562d94873a226c7/1200x900n""}]"
172838,16374612-9439ebe3,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/16374612-9439ebe3/,2864500,41161,37800,2022,,белый,левый,,оригинал,0,,NEW,среднее,ON_ORDER,растаможен,Сармат ГАЗ Новосибирск,"улица Богдана Хмельницкого, 124",Новосибирская область,Новосибирск,2023-01-30 19:27:52 +0300,,бензин,2.7,106,тент,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2194048/48922aefbb6dd75b1ddc62fb3e0f0fce/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2198623/9fb5871699e18bee8ab6f24ee61fe2e9/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2176395/924ed68d51a828dcec79e38b27cedc9b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155525/123a959e16d57e97d2b1fc92f69d37b0/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2079122/5a7b7f3ee96d26ed564354fa1fccdc49/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2163091/1356bda5a0f68d1a6a8738bd8a91e8ba/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2113863/ce78d0e862fd1daa3f120d8a37c6087a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2165430/c37ce615063cadf42cf4eb7ac6a56fa7/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1970300/52a4288f6584e53e94b280c14e3d02a6/1200x900n""}]"
172839,19428703-ee577f01,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/19428703-ee577f01/,2867000,41197,37833,2022,,белый,левый,X96**************,оригинал,0,,NEW,среднее,IN_STOCK,растаможен,ГАЗ на Куйбышевском шоссе,"Куйбышевское шоссе, 51",Рязанская область,Рязань,2023-01-30 23:12:44 +0300,,бензин,2.7,106,рефрижератор,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1942544/86e9b1721513c668b5dbdacbf3567bb7/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2172506/5c8180f24d983d976f5c13e80e209fc6/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2110948/ff880a8a210fcb0b11682134c1a12c17/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2162551/62a024e802c01d7b4d17466340bd7283/1200x900n""}]"
172840,16349934-6993d788,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/16349934-6993d788/,2924500,42023,38592,2022,,серебристый,левый,,оригинал,0,,NEW,среднее,ON_ORDER,растаможен,Сармат ГАЗ Новосибирск,"улица Богдана Хмельницкого, 124",Новосибирская область,Новосибирск,2023-01-30 19:24:34 +0300,"[""mirrors-heat"",""wheel-power"",""electro-window"",""lock"",""trip-computer""]",бензин-газ,2.7,106,тент,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2150583/4ad7a224e2ff1d359a8d0b6710d1b466/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2158634/c0eed1feab61b20b3663f7a1b4650c84/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2167620/43d98e2f3b0189bac3d52793a4058854/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1713967/e8fe5c0940ff42acac96e8240404dd48/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1964973/6f1d2505ae04d287c1a03ef975ffe88f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1938692/3beba98ea10c9570cabe70a9ece7c5c5/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2079837/5318caa12f1caf09e7db05caf716bf48/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1984354/3bb7485d62c6f6471f3c4ca26f55903b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2057605/a94b51f3a1df8d10736b535d83e156b7/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2056476/4ba5014b0ed0b36d0fad2abc4364e3b5/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1582741/5c4f968341d74a385ecf38f31050f9c1/1200x900n""}]"
172841,19433196-63b112df,Ford,Transit,https://auto.ru/lcv/used/sale/ford/transit_lt/19433196-63b112df/,2593000,37260,34218,2019,61900,белый,левый,XD2**************,,0,,USED,среднее,IN_STOCK,растаможен,Volvo Car Горки Казань,"улица Родины, 1В",Республика Татарстан,Казань,2023-01-30 21:59:29 +0300,"[""cd"",""electro-mirrors"",""wheel-power"",""lock"",""mirrors-heat"",""trip-computer"",""abs"",""radio"",""wheel-configuration"",""electro-window"",""air-conditioner"",""seats-heat2"",""airbag2""]",дизель,2.2,155,промтоварный автофургон,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2023766/6683b6053c6942cffd0f206802725b32/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4358874/36e836baa36f0c24faa635abeeae9f0e/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2110948/42361f49208ca9683e1a4eba38a5d31b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2110460/0daf7b346fb6197ec2ce7dbfa7b35f21/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2079997/84292da1f0582199d3fc38d423619a68/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155622/c11a0b8e952b0d26529a35075a8cc0bf/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2160278/30d2ab128877f1e1ddf229c858d832f7/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155705/38aaa0c4f982381578f5bdd554061cdc/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4373680/75a1be7f5d545550a7f42aff9a1e38fc/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2057362/23e95309d3cc289760685efb1383a6b8/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4286199/f5c994f022ad25dc8afd2587179ffbcb/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1541975/536c273bc0ed8bf5ff463d18130f0c06/1200x900n""}]"
172846,16350962-fc53c0ca,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/16350962-fc53c0ca/,3035000,43611,40050,2022,,белый,левый,,оригинал,0,,NEW,среднее,ON_ORDER,растаможен,Сармат ГАЗ Новосибирск,"улица Богдана Хмельницкого, 124",Новосибирская область,Новосибирск,2023-01-30 17:32:10 +0300,"[""mirrors-heat"",""wheel-power"",""electro-window"",""lock"",""trip-computer"",""airbag1"",""radio""]",бензин-газ,2.7,104,цельнометаллический фургон,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2203338/c94b1c28d7202b8728cd32752c50b662/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2159583/03bd68d695c10217f3685190524216bf/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155811/ced814d75f225f1b3af4128c7d7f5ca5/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2078398/4d0b2e9762fd0cd0d6fdf6019f62dcb9/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2057194/0015d6bf3484961c9e3f253d75757a9e/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1959782/8778f18ab27268b23e27016340c20174/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2163054/b9d7e8f3edf81bf4a4aa925a2733b56f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2166244/d88f67401b0d74eff771f7b1b33f4c60/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2101505/ecea2c658dffb535e5ab8985be432dc0/1200x900n""}]"
172848,19352524-a9949a60,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/19352524-a9949a60/,3100000,44545,40908,2022,,белый,левый,X96**************,,0,,NEW,среднее,IN_STOCK,растаможен,ГАЗ на Куйбышевском шоссе,"Куйбышевское шоссе, 51",Рязанская область,Рязань,2023-01-30 23:57:59 +0300,"[""trip-computer"",""abs"",""wheel-power"",""lock"",""cruise-control"",""radio"",""electro-window""]",дизель,2.8,149,цельнометаллический фургон,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5309308/af0507d9c7e45de0c929df55868a93e6/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4887817/594d5526bc7121f89215828ab761d761/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5233721/ad1170b890fcdf92197532e5db4d9f5b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6671878/21e2a17c8dd0afa51abd4422e8b034f9/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6027420/8edeb05bafa6535314f534ff0cb3e19e/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5233478/5d7f21832aef99a40bfc0861e2c55f4d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5309308/7b3c4d368362e65cfca1a755fbad2cb2/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5088607/4c30ae6ddb90e26d6e398c76f35026c4/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1977683/49030a6e27f12f2fd5b4ae6289a274ef/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1921625/bc440d2a8387497726e6a5fafce311b1/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2154344/18cfd39e8e669cb0a5d29d7a320e4bfe/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1943038/1a7339e19bc949f08f5993315458264d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2144399/9177a3a321ffc05863ec22d264132cca/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2165712/77aefa20e8f540ecd95bea902395ef6b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2177079/debecaa0349b0b05f76859803fe6fb98/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1987375/1067d9b41c5ed1a6ab7a0c657e0efa94/1200x900n""}]"
172849,16374632-c2281659,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/16374632-c2281659/,3103000,44588,40948,2022,,белый,левый,,оригинал,0,,NEW,среднее,IN_STOCK,растаможен,Сармат ГАЗ Новосибирск,"улица Богдана Хмельницкого, 124",Новосибирская область,Новосибирск,2023-01-30 21:21:36 +0300,"[""cruise-control"",""dvd"",""mirrors-heat"",""wheel-power"",""electro-window"",""seats-heat2"",""lock"",""trip-computer"",""wheel-configuration"",""electro-mirrors""]",дизель,2.8,149,изотермический фургон,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2127418/54a8b7eead9c0722b357795cc01e2399/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2204303/74e32270ada9cea697c8b11de2a5ce6a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1873229/15176f75665f679d23fe95eee6265ef7/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2089254/d2cbfaa60e7dcfeea4c2bc72c8b24c7d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2056476/20de9651bcfde107ac15417976385980/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2174570/30fccf9c73e61b94e07223d53450ddb2/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2057430/cb06c02b5b2f352b35606cfb94333de8/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2160179/30db6a096fdfd96c3666eb93fbad5c3d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2101897/b4558e0a19d830ab30bef49a80ebb5cf/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1925140/60ab36450e0912f095a00b91ccdd391c/1200x900n""}]"
172850,16350954-390eb426,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/16350954-390eb426/,3103000,44588,40948,2022,,белый,левый,,оригинал,0,,NEW,среднее,ON_ORDER,растаможен,Сармат ГАЗ Новосибирск,"улица Богдана Хмельницкого, 124",Новосибирская область,Новосибирск,2023-01-30 18:25:00 +0300,,дизель,2.8,149,промтоварный автофургон,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2023766/03d040b48e4ef184739c49129f8e7887/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2161436/1548f3e1619be4fe69e65c7e730f64a9/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2051006/7360a3a760d63e1c5dac16f667cab265/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2166045/3324ef431a64f620cbea437a519338d3/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2155890/c41733d833921c7cdcdcbc23516a9f4a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2172360/cea62449d3efe8f76f0b03cdc8eee627/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2077335/405d4cd46839b537b8250cd3f297aac2/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2157511/c5b842b58cede8c901572b16c3cb8d20/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1893768/1ee95cf5c65b2745a85767792b264c51/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2170895/9cb635cf847f81c8d132995cd7743d4d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2095325/453e6c9df1f99b06f9ef568f4c7d61d8/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1601263/d0b5995f5c210f46c57b3ae26c5794e5/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1879988/990228b59173f28245217c46b2ca67cd/1200x900n""}]"
172851,19320369-cd912bd2,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/19320369-cd912bd2/,3149820,45261,41565,2022,,белый,левый,X96**************,оригинал,0,,NEW,среднее,IN_STOCK,растаможен,Сармат ГАЗ Новосибирск,"улица Богдана Хмельницкого, 124",Новосибирская область,Новосибирск,2023-01-30 19:03:11 +0300,,бензин-газ,2.7,105,бортовой грузовик,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6219917/01d709fe8ac565eae5ef668dd1ca6436/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6051311/3b8ef737ebc3701780f1ef9874073aff/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1960127/bc4e336994891554ee90e62d0f2eb93d/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6051311/3e8493f9d63ee3dc76650e4015a85f13/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1994991/8e50eb65f9428d5146222748b490a166/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5303452/84967150a355fb85ce83ecfd4703cab2/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6087763/efe7e08ebf901631d22eb0c03d1fece3/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4590381/68993103972a7538adbb502d897aeb5a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5499592/1c253c159f2035ffc39d03b529702313/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5219606/d2c880207bb0581e6f47d7d4566bb375/1200x900n""}]"
172852,19409114-bccb8030,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/19409114-bccb8030/,3105000,44617,40974,2022,,белый,левый,X96**************,оригинал,0,,NEW,среднее,IN_STOCK,растаможен,ГАЗ на Куйбышевском шоссе,"Куйбышевское шоссе, 51",Рязанская область,Рязань,2023-01-30 21:21:20 +0300,,дизель,2.8,149,тент,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1860524/79629c021d5369345a58d4fbfc2283f8/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2160241/08943e8d1bde1234e43a1d508933d754/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2174323/e6ccac31a4125e91b767ad89125dcda7/1200x900n""}]"
172854,19323061-4237a614,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/19323061-4237a614/,3200000,45982,42228,2022,,серый,левый,,оригинал,0,,NEW,среднее,ON_ORDER,растаможен,ГАЗ на Куйбышевском шоссе,"Куйбышевское шоссе, 51",Рязанская область,Рязань,2023-01-30 23:28:47 +0300,,дизель,2.8,150,цельнометаллический фургон,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6483455/e7d9abe13392230dc0982851c55d041b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6219917/224213542baea2538379bfe931670bde/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4076970/8a27ae7a5a7487d657154d36100567df/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5234985/63707050c5836a5fac1fcc75806e4df2/1200x900n""}]"
172855,16350944-a977acd7,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/16350944-a977acd7/,3224000,46327,42544,2022,,белый,левый,,оригинал,0,,NEW,среднее,ON_ORDER,растаможен,Сармат ГАЗ Новосибирск,"улица Богдана Хмельницкого, 124",Новосибирская область,Новосибирск,2023-01-30 21:17:34 +0300,"[""cruise-control"",""abs"",""wheel-power"",""lock"",""trip-computer"",""wheel-configuration""]",дизель,2.8,149,изотермический фургон,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2159583/bf0f1b543a6daaf69aacc46cdd568f89/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2167497/a380beceade62a7cb02a9c2b68798aba/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1665854/25a2d8948d20a7fb89a29fbba9daa23b/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2165736/b67f7e15a464ae1d2efd70ddbf081909/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2057194/562ea19539b9e15e9970815cc8a665b6/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2195081/c4711d572093d235174df28b01824e93/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2165587/6df2f4d2f1ff91b18aca0985ed0c50f3/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2170895/60d10c6fa342063c673efe037b4e2572/1200x900n""}]"
172856,19384269-4c2ba303,ГАЗ,ГАЗель Next,https://auto.ru/lcv/new/sale/gaz/gazel_next/19384269-4c2ba303/,3250000,46700,42887,2022,,серый,левый,X96**************,,0,,NEW,среднее,IN_STOCK,растаможен,ГАЗ на Куйбышевском шоссе,"Куйбышевское шоссе, 51",Рязанская область,Рязань,2023-01-30 23:19:32 +0300,"[""trip-computer"",""electro-mirrors"",""wheel-power"",""lock"",""cruise-control"",""radio"",""mirrors-heat"",""electro-window"",""seats-heat2""]",дизель,2.8,149,бортовой грузовик,механика,задний,"[{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5991263/7fef3b99195693f735f245768f3d4944/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4297133/3b14db9513d90add70966acec0758c23/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4829839/a6da7c91ba1b3277f2fe3f9249b19c4e/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2095325/a2c2b4c98d4c1d14db135161022c1477/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4948662/dcc5edd1c9e4af6f1f463a773e3d189a/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/6029895/ca0cc388d3ddc015e9fd28465f91481f/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/5236428/f635d3d45acf25fd16abc0e6781d6511/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2163861/f6f718ba648c103e0a26b7d6b2916830/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2172060/de4d6ad00be8c3105c34a27985bb8552/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2048373/58bda0122374e7da79398095fadb1fcf/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1778742/6e7636cca58addc34bddce52c8b432b7/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1879846/40310f4b908f7525c9ec8587f81221d4/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/1959782/4ec014ae31bd84708826da7cefc2fb5c/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/4012354/6b9fc7845dc98dff040696ed7b2d5ec4/1200x900n""},{""url"":""//avatars.mds.yandex.net/get-autoru-vos/2156778/ab024c8660f013942493dfb519cc82bd/1200x900n""}]"
